3;17;001;01209;00322;02663;00414073;00087051;02102;07943;00109589;02647;00087051;02102;00064359;07393;00009421;01082;00004202;00483;00009069;01042;000;15;16;29;
3;17;002;00030;00007;02333;00009681;00001435;01482;08163;00001758;01816;00001435;01482;00001065;07422;00000154;01073;00000068;00474;00000148;01031;000;15;16;29;
3;17;003;00113;00035;03097;00037250;00008878;02383;07920;00011210;03009;00008878;02383;00006565;07395;00000960;01081;00000429;00483;00000924;01041;000;15;16;29;
3;17;004;00100;00026;02600;00032772;00006217;01897;08012;00007760;02368;00006217;01897;00004605;07407;00000671;01079;00000298;00479;00000643;01035;000;15;16;29;
3;17;005;00142;00037;02606;00046103;00008419;01826;07782;00010819;02347;00008419;01826;00006225;07394;00000911;01082;00000403;00479;00000880;01045;000;15;16;29;
3;17;006;00076;00021;02763;00022850;00004759;02083;07864;00006052;02649;00004759;02083;00003525;07407;00000514;01080;00000226;00475;00000494;01038;000;15;16;29;
3;17;007;00315;00084;02667;00107166;00023256;02170;07958;00029225;02727;00023256;02170;00017197;07395;00002517;01082;00001123;00483;00002419;01040;000;15;16;29;
3;17;008;00363;00098;02700;00122818;00026002;02117;07949;00032711;02663;00026002;02117;00019232;07396;00002813;01082;00001253;00482;00002704;01040;000;15;16;29;
3;17;009;00024;00007;02917;00004648;00000758;01631;07790;00000973;02093;00000758;01631;00000569;07507;00000080;01055;00000034;00449;00000075;00989;000;15;16;29;
3;17;010;00033;00007;02121;00007896;00001291;01635;07603;00001698;02150;00001291;01635;00000956;07405;00000138;01069;00000062;00480;00000135;01046;000;15;16;29;
3;17;011;00089;00028;03146;00029355;00006965;02373;07992;00008715;02969;00006965;02373;00005156;07403;00000753;01081;00000334;00480;00000722;01036;000;15;16;29;
3;17;012;00053;00014;02642;00016751;00003404;02032;08107;00004199;02507;00003404;02032;00002523;07412;00000368;01081;00000163;00479;00000350;01028;000;15;16;29;
3;17;013;00022;00004;01818;00006661;00000805;01209;08438;00000954;01432;00000805;01209;00000598;07429;00000086;01068;00000039;00484;00000082;01019;000;15;16;14;
3;17;014;00013;00003;02308;00003055;00000745;02439;07102;00001049;03434;00000745;02439;00000548;07356;00000081;01087;00000035;00470;00000081;01087;000;15;16;29;
3;17;015;00080;00021;02625;00023985;00004185;01745;07938;00005272;02198;00004185;01745;00003106;07422;00000450;01075;00000198;00473;00000431;01030;000;15;16;29;
3;17;016;00018;00007;03889;00005282;00001711;03239;07951;00002152;04074;00001711;03239;00001265;07393;00000185;01081;00000083;00485;00000178;01041;000;15;16;29;
3;17;017;00038;00007;01842;00012190;00001958;01606;07972;00002456;02015;00001958;01606;00001447;07390;00000212;01083;00000095;00485;00000204;01042;000;15;16;29;
3;17;018;00021;00007;03333;00005670;00001844;03252;08074;00002284;04028;00001844;03252;00001365;07402;00000199;01079;00000089;00483;00000191;01036;000;15;16;29;
3;17;019;00017;00007;04118;00004382;00001435;03275;08223;00001745;03982;00001435;03275;00001068;07443;00000154;01073;00000068;00474;00000145;01010;000;15;16;29;
3;17;020;00023;00006;02609;00006481;00001106;01707;08372;00001321;02038;00001106;01707;00000821;07423;00000118;01067;00000054;00488;00000113;01022;000;15;16;24;
3;17;021;00097;00022;02268;00030809;00005318;01726;07943;00006695;02173;00005318;01726;00003938;07405;00000575;01081;00000254;00478;00000551;01036;000;15;16;29;
3;17;022;00005;00004;08000;00001364;00000861;06312;08483;00001015;07441;00000861;06312;00000640;07433;00000093;01080;00000041;00476;00000087;01011;000;15;16;14;
3;17;023;00016;00003;01875;00005197;00000760;01462;07231;00001051;02022;00000760;01462;00000559;07355;00000082;01079;00000037;00487;00000082;01079;000;15;16;29;
3;17;999;02897;00777;02682;00956439;00199163;02082;07944;00250703;02621;00199163;02082;00147332;07398;00021535;01081;00009588;00481;00020708;01040;004;15;16;29;
8;17;001;01209;00322;02663;00414073;00087051;02102;07943;00109589;02647;00087051;02102;00042590;04893;00013785;01584;00012911;01483;00017765;02040;000;15;16;29;
8;17;002;00030;00007;02333;00009681;00001435;01482;08163;00001758;01816;00001435;01482;00000705;04913;00000227;01582;00000212;01477;00000291;02028;000;15;16;29;
8;17;003;00113;00035;03097;00037250;00008878;02383;07920;00011210;03009;00008878;02383;00004350;04900;00001405;01583;00001314;01480;00001809;02037;000;15;16;29;
8;17;004;00100;00026;02600;00032772;00006217;01897;08012;00007760;02368;00006217;01897;00003052;04909;00000982;01580;00000918;01477;00001265;02034;000;15;16;29;
8;17;005;00142;00037;02606;00046103;00008419;01826;07782;00010819;02347;00008419;01826;00004127;04902;00001328;01577;00001246;01480;00001718;02041;000;15;16;29;
8;17;006;00076;00021;02763;00022850;00004759;02083;07864;00006052;02649;00004759;02083;00002333;04902;00000753;01582;00000704;01479;00000969;02037;000;15;16;29;
8;17;007;00315;00084;02667;00107166;00023256;02170;07958;00029225;02727;00023256;02170;00011388;04897;00003679;01582;00003445;01481;00004744;02040;000;15;16;29;
8;17;008;00363;00098;02700;00122818;00026002;02117;07949;00032711;02663;00026002;02117;00012726;04894;00004118;01584;00003852;01481;00005306;02041;000;15;16;29;
8;17;009;00024;00007;02917;00004648;00000758;01631;07790;00000973;02093;00000758;01631;00000380;05013;00000117;01544;00000110;01451;00000151;01992;000;15;16;29;
8;17;010;00033;00007;02121;00007896;00001291;01635;07603;00001698;02150;00001291;01635;00000635;04919;00000202;01565;00000190;01472;00000264;02044;000;15;16;29;
8;17;011;00089;00028;03146;00029355;00006965;02373;07992;00008715;02969;00006965;02373;00003419;04909;00001100;01579;00001029;01477;00001417;02035;000;15;16;29;
8;17;012;00053;00014;02642;00016751;00003404;02032;08107;00004199;02507;00003404;02032;00001671;04909;00000539;01583;00000503;01478;00000691;02030;000;15;16;29;
8;17;013;00022;00004;01818;00006661;00000805;01209;08438;00000954;01432;00000805;01209;00000398;04944;00000126;01565;00000119;01478;00000162;02013;000;15;16;14;
8;17;014;00013;00003;02308;00003055;00000745;02439;07102;00001049;03434;00000745;02439;00000362;04859;00000118;01584;00000110;01477;00000155;02080;000;15;16;29;
8;17;015;00080;00021;02625;00023985;00004185;01745;07938;00005272;02198;00004185;01745;00002063;04930;00000658;01572;00000615;01470;00000849;02028;000;15;16;29;
8;17;016;00018;00007;03889;00005282;00001711;03239;07951;00002152;04074;00001711;03239;00000837;04892;00000271;01584;00000254;01485;00000349;02039;000;15;16;29;
8;17;017;00038;00007;01842;00012190;00001958;01606;07972;00002456;02015;00001958;01606;00000955;04877;00000311;01588;00000292;01491;00000400;02044;000;15;16;29;
8;17;018;00021;00007;03333;00005670;00001844;03252;08074;00002284;04028;00001844;03252;00000905;04908;00000292;01584;00000273;01480;00000374;02028;000;15;16;29;
8;17;019;00017;00007;04118;00004382;00001435;03275;08223;00001745;03982;00001435;03275;00000707;04927;00000227;01582;00000212;01477;00000289;02014;000;15;16;29;
8;17;020;00023;00006;02609;00006481;00001106;01707;08372;00001321;02038;00001106;01707;00000546;04937;00000174;01573;00000163;01474;00000223;02016;000;15;16;24;
8;17;021;00097;00022;02268;00030809;00005318;01726;07943;00006695;02173;00005318;01726;00002607;04902;00000841;01581;00000787;01480;00001083;02037;000;15;16;29;
8;17;022;00005;00004;08000;00001364;00000861;06312;08483;00001015;07441;00000861;06312;00000424;04925;00000136;01580;00000127;01475;00000174;02020;000;15;16;14;
8;17;023;00016;00003;01875;00005197;00000760;01462;07231;00001051;02022;00000760;01462;00000368;04842;00000121;01592;00000113;01487;00000158;02079;000;15;16;29;
8;17;999;02897;00777;02682;00956439;00199163;02082;07944;00250703;02621;00199163;02082;00097548;04898;00031510;01582;00029499;01481;00040606;02039;000;15;16;29;
9;17;001;01209;00322;02663;00414073;00087051;02102;07943;00109589;02647;00087051;02102;00038256;04395;00014645;01682;00014645;01682;00019505;02241;000;15;16;29;
9;17;002;00030;00007;02333;00009681;00001435;01482;08163;00001758;01816;00001435;01482;00000634;04418;00000241;01679;00000241;01679;00000319;02224;000;15;16;29;
9;17;003;00113;00035;03097;00037250;00008878;02383;07920;00011210;03009;00008878;02383;00003908;04402;00001493;01682;00001493;01682;00001984;02234;000;15;16;29;
9;17;004;00100;00026;02600;00032772;00006217;01897;08012;00007760;02368;00006217;01897;00002742;04410;00001043;01678;00001043;01678;00001389;02234;000;15;16;29;
9;17;005;00142;00037;02606;00046103;00008419;01826;07782;00010819;02347;00008419;01826;00003707;04403;00001411;01676;00001411;01676;00001890;02245;000;15;16;29;
9;17;006;00076;00021;02763;00022850;00004759;02083;07864;00006052;02649;00004759;02083;00002096;04404;00000799;01679;00000799;01679;00001065;02238;000;15;16;29;
9;17;007;00315;00084;02667;00107166;00023256;02170;07958;00029225;02727;00023256;02170;00010219;04394;00003914;01683;00003914;01683;00005209;02240;000;15;16;29;
9;17;008;00363;00098;02700;00122818;00026002;02117;07949;00032711;02663;00026002;02117;00011430;04396;00004375;01683;00004375;01683;00005822;02238;000;15;16;29;
9;17;009;00024;00007;02917;00004648;00000758;01631;07790;00000973;02093;00000758;01631;00000341;04499;00000125;01649;00000125;01649;00000167;02203;000;15;16;29;
9;17;010;00033;00007;02121;00007896;00001291;01635;07603;00001698;02150;00001291;01635;00000569;04407;00000216;01673;00000216;01673;00000290;02247;000;15;16;29;
9;17;011;00089;00028;03146;00029355;00006965;02373;07992;00008715;02969;00006965;02373;00003070;04408;00001170;01680;00001170;01680;00001555;02232;000;15;16;29;
9;17;012;00053;00014;02642;00016751;00003404;02032;08107;00004199;02507;00003404;02032;00001501;04410;00000572;01680;00000572;01680;00000759;02230;000;15;16;29;
9;17;013;00022;00004;01818;00006661;00000805;01209;08438;00000954;01432;00000805;01209;00000357;04435;00000135;01677;00000135;01677;00000178;02211;000;15;16;14;
9;17;014;00013;00003;02308;00003055;00000745;02439;07102;00001049;03434;00000745;02439;00000325;04362;00000125;01678;00000125;01678;00000170;02282;000;15;16;29;
9;17;015;00080;00021;02625;00023985;00004185;01745;07938;00005272;02198;00004185;01745;00001850;04421;00000701;01675;00000701;01675;00000933;02229;000;15;16;29;
9;17;016;00018;00007;03889;00005282;00001711;03239;07951;00002152;04074;00001711;03239;00000752;04395;00000288;01683;00000288;01683;00000383;02239;000;15;16;29;
9;17;017;00038;00007;01842;00012190;00001958;01606;07972;00002456;02015;00001958;01606;00000860;04392;00000330;01685;00000330;01685;00000438;02238;000;15;16;29;
9;17;018;00021;00007;03333;00005670;00001844;03252;08074;00002284;04028;00001844;03252;00000815;04420;00000309;01676;00000309;01676;00000411;02228;000;15;16;29;
9;17;019;00017;00007;04118;00004382;00001435;03275;08223;00001745;03982;00001435;03275;00000636;04432;00000241;01679;00000241;01679;00000317;02210;000;15;16;29;
9;17;020;00023;00006;02609;00006481;00001106;01707;08372;00001321;02038;00001106;01707;00000490;04430;00000186;01682;00000186;01682;00000244;02206;000;15;16;24;
9;17;021;00097;00022;02268;00030809;00005318;01726;07943;00006695;02173;00005318;01726;00002341;04402;00000894;01681;00000894;01681;00001189;02236;000;15;16;29;
9;17;022;00005;00004;08000;00001364;00000861;06312;08483;00001015;07441;00000861;06312;00000381;04425;00000145;01684;00000145;01684;00000190;02207;000;15;16;14;
9;17;023;00016;00003;01875;00005197;00000760;01462;07231;00001051;02022;00000760;01462;00000331;04355;00000128;01684;00000128;01684;00000173;02277;000;15;16;29;
9;17;999;02897;00777;02682;00956439;00199163;02082;07944;00250703;02621;00199163;02082;00087611;04399;00033486;01681;00033486;01681;00044580;02239;001;15;16;29;
1;17;001;01209;00322;02663;00414073;00087051;02102;07943;00109589;02647;00087051;02102;00073090;08396;00007697;00884;00000690;00079;00005574;00641;000;15;16;29;
1;17;002;00030;00007;02333;00009681;00001435;01482;08163;00001758;01816;00001435;01482;00001207;08411;00000127;00885;00000010;00070;00000091;00634;000;15;16;29;
1;17;003;00113;00035;03097;00037250;00008878;02383;07920;00011210;03009;00008878;02383;00007455;08397;00000783;00882;00000072;00081;00000568;00640;000;15;16;29;
1;17;004;00100;00026;02600;00032772;00006217;01897;08012;00007760;02368;00006217;01897;00005231;08414;00000545;00877;00000046;00074;00000395;00635;000;15;16;29;
